"year";"month";"surface";"city";"district";"street";"n.rooms";"floor";"construction.date";"type";"offer.price";"transaction.price";"m2.price";"condition";"lat";"lon"
2008;5;37;"Warszawa";"Wola";"Zelazna";2;4;1970;"spoldzielcze";295000;275000;7432;"dobry";52,2423796;20,9865915
2008;5;37;"Warszawa";"Mokotow";"Korczynska";2;5;1970;"spoldzielcze";NA;280000;7567;"do remontu";52,1981354;21,0175189
2008;5;38;"Warszawa";"Mokotow";"Maklakiewicza";2;4;1970;"spoldzielcze";300000;286000;7428;"dobry";52,1981354;21,0175189
2008;5;38;"Warszawa";"Bielany";"Marymoncka";2;8;1963;"spoldzielcze";NA;284000;7473;"do remontu";52,271139;20,950025
2008;5;38;"Warszawa";"Mokotow";"Bonifacego";2;8;1978;"hipoteczne";NA;266000;7000;"do remontu";52,1981354;21,0175189
2008;5;39;"Warszawa";"Srodmiescie";"Marszalkowska";2;12;1975;"spoldzielcze";390000;375000;9615;"dobry";52,229472;21,007614
2009;7;49;"Warszawa";"Srodmiescie";"Jana Pawla";3;7;1979;"spol.wlasn.";NA;380000;7755;"dobry";52,229472;21,007614
2007;6;127;"Warszawa";"Srodmiescie";"Jana Pawla";4;9;2000;"hipoteczne";1225000;1085000;8490;"bardzo dobry";52,229472;21,007614
2008;5;42;"Warszawa";"Ursynow";"Strzeleckiego";2;1;1982;"spoldzielcze";362000;358000;8523;"dobry";52,1546202;21,0339492
2008;5;43;"Warszawa";"Bialoleka";"Odkryta";2;7;2002;"hipoteczne";310000;305000;6947;"dobry";52,3166667;21,0333333
2008;5;44;"Warszawa";"Bialoleka";"Odkryta";2;1;2003;"hipoteczne";349000;349000;7931;"bardzo dobry";52,3166667;21,0333333
2008;5;45;"Warszawa";"Wola";"Dzielna";2;3;1953;"hipoteczne";395000;385000;8555;"dobry";52,2423796;20,9865915
2008;5;45;"Warszawa";"Zoliborz";"Wyspianskiego";2;1;1939;NA;619000;629000;13977;"bardzo dobry";52,2689583807279;20,986440181732
2008;5;46;"Warszawa";"Ochota";"Trojdena";3;3;1964;"spoldzielcze";NA;400000;8658;"bardzo dobry";52,2258178;20,9907105
2008;5;46;"Warszawa";"Bielany";"Marymoncka";3;3;1950;"hipoteczne";NA;340000;7391;"do remontu";52,271139;20,950025
2008;5;46;"Warszawa";"Mokotow";"Mozarta";2;1;1980;"spoldzielcze";360000;329000;7152;"dobry";52,1981354;21,0175189
2008;5;47;"Warszawa";"Bialoleka";"Kaminskiego";2;1;1999;"spoldzielcze";358000;342000;7276;"bardzo dobry";52,3166667;21,0333333
2008;5;47;"Warszawa";"Rembertow";"Kramarska";2;1;2007;"hipoteczne";NA;300000;6382;"do wykonczenia";52,25913;21,16197
2008;5;48;"Warszawa";"Praga Poludnie";"Miedzynarodowa";3;10;1971;"hipoteczne";NA;321000;6618;"do wykonczenia";52,2434082;21,0859957
2008;5;48;"Warszawa";"Wola";"Pereca";3;14;1972;"spoldzielcze";NA;390000;8125;"do remontu";52,2423796;20,9865915
2008;5;50;"Warszawa";"Mokotow";"Raclawicka";2;2;1955;"hipoteczne";470000;452000;9040;"bardzo dobry";52,1981354;21,0175189
2008;5;53;"Warszawa";"Mokotow";"Pulawska";3;6;1955;"hipoteczne";546000;515000;9716;"dobry";52,1981354;21,0175189
2008;5;53;"Warszawa";"Wola";"Plocka";3;2;1960;"hipoteczne";NA;390000;7358;"dobry";52,2423796;20,9865915
2008;5;53;"Warszawa";"Mokotow";"Skolimowska";2;1;1936;NA;587000;576000;10867;NA;52,1981354;21,0175189
2008;5;53;"Warszawa";"Mokotow";"Dolna";2;3;2004;NA;900000;740000;13962;"bardzo dobry";52,1981354;21,0175189
2008;5;54;"Warszawa";"Bielany";"Bielany";3;11;1978;"spoldzielcze";NA;330000;6111;"bardzo dobry";52,271139;20,950025
2008;5;55;"Warszawa";"Mokotow";"Rakowiecka";2;4;1930;"spoldzielcze";560000;520000;9454;"do remontu";52,1981354;21,0175189
2008;5;56;"Warszawa";"Ursynow";"Szolc-Rogozinskiego";3;15;1981;"spoldzielcze";NA;387000;6825;"dobry";52,1546202;21,0339492
2008;5;56;"Warszawa";"Ochota";"Grojecka";2;4;1966;"hipoteczne";NA;513000;9160;"dobry";52,2258178;20,9907105
2008;5;57;"Warszawa";"Ursynow";"Meander";2;6;1985;"spoldzielcze";472000;463000;8122;"bardzo dobry";52,1546202;21,0339492
2008;5;57;"Warszawa";"Mokotow";"Chelmska";2;1;2007;"hipoteczne";575000;545000;9561;"do wykonczenia";52,1981354;21,0175189
2008;5;58;"Warszawa";"Mokotow";"Chelmska";2;NA;2007;NA;620000;620000;10689;"do wykonczenia";52,1981354;21,0175189
2008;5;60;"Warszawa";"Praga Poludnie";"Al.Stanow Zjednoczonych";3;10;2006;NA;450000;460000;7666;"do wykonczenia";52,2434082;21,0859957
2008;5;62;"Warszawa";"Targowek";"Kondratowicza";2;10;2001;"hipoteczne";519000;490000;7903;"bardzo dobry";52,2918531797079;21,0484528541565
2008;5;64;"Warszawa";"Praga Polnoc";"Jagiellonska";4;4;1961;"spoldzielcze";469000;450000;7031;"dobry";52,2533003;21,0357745
2008;5;73;"Warszawa";"Mokotow";"Chelmska";3;2;2007;"hipoteczne";707000;695000;9520;"do wykonczenia";52,1981354;21,0175189
2008;5;75;"Warszawa";"Bemowo";"Pelczynskiego";3;3;2001;"hipoteczne";650000;600000;8000;"bardzo dobry";52,2606416;20,9285078
2007;11;27;"Warszawa";"Srodmiescie";"Jana Pawla";1;9;1968;"spoldzielcze";NA;280000;10370;"bardzo dobry";52,229472;21,007614
2008;9;33,8;"Warszawa";"Mokotow";"Joliot Curie";2;4;1962;"hipoteczne";352800;330000;9763;"dobry";52,1981354;21,0175189
2008;5;105;"Warszawa";"Bemowo";"Bemowo";4;1;2003;"hipoteczne";NA;1015000;9666;"bardzo dobry";52,2606416;20,9285078
2008;5;105;"Warszawa";"Bialoleka";"Mehoffera";3;3;2003;"hipoteczne";684420;620000;5904;"dobry";52,3166667;21,0333333
2008;5;122;"Warszawa";"Ochota";"Zlotego Smoka";4;5;2000;NA;1490000;1450000;11885;"bardzo dobry";52,2258178;20,9907105
2008;5;137;"Warszawa";"Mokotow";"Zelwerowicza";6;2;1995;"spoldzielcze";1245000;1200000;8759;"dobry";52,1981354;21,0175189
2009;8;25;"Warszawa";"Mokotow";"Joliot Curie";1;1;1960;"hipoteczne";230000;200000;7782;"do remontu";52,1981354;21,0175189
2008;6;17,35;"Warszawa";"Wola";"Pereca";1;16;1971;"spoldzielcze";189000;179000;10317;"dobry";52,2423796;20,9865915
2008;6;24;"Warszawa";"Wola";"Gorczewska";1;9;1964;"spoldzielcze";230000;223000;9291;"dobry";52,2423796;20,9865915
2008;6;26;"Warszawa";"Mokotow";"Boboli";1;NA;1938;"hipoteczne";259000;245000;9423;"bardzo dobry";52,1981354;21,0175189
2008;6;27;"Warszawa";"Zoliborz";"Broniewskiego";1;2;1975;"spoldzielcze";NA;212000;7851;"do remontu";52,2689583807279;20,986440181732
2008;6;28;"Warszawa";"Wlochy";"Luczek";2;1;1938;NA;241000;237000;8464;"do wykonczenia";52,206102;20,914725
2008;6;30,9;"Warszawa";"Bialoleka";"Odkryta";2;2;2002;"hipoteczne";259000;259000;8381;"bardzo dobry";52,3166667;21,0333333
2008;6;31;"Warszawa";"Targowek";"Malborska";1;NA;2007;"hipoteczne";313000;313000;10096;NA;52,2918531797079;21,0484528541565
2008;6;31;"Warszawa";"Ursynow";"Szolc-Rogozinskiego";1;1;1979;"spoldzielcze";255000;240000;7741;"do remontu";52,1546202;21,0339492
2008;6;32;"Warszawa";"Tarchomin";"Ksiazkowa";1;1;2000;"hipoteczne";275000;258000;8062;NA;52,317241538278;20,9567642211914
2008;6;33,08;"Warszawa";"Bielany";"Esej";1;8;2000;"hipoteczne";309000;303000;9159;"dobry";52,271139;20,950025
2008;6;34;"Warszawa";"Ursynow";"KEN";1;4;2002;"spoldzielcze";335000;327000;9617;NA;52,1546202;21,0339492
2008;6;34;"Warszawa";"Ochota";"Szczesliwicka";1;NA;1960;"hipoteczne";NA;260000;7647;"do remontu";52,2258178;20,9907105
2008;6;34;"Warszawa";"Mokotow";"Joliot Curie";2;4;1965;"spoldzielcze";NA;270000;7941;"dobry";52,1981354;21,0175189
2008;6;34;"Warszawa";"Mokotow";"Wiktorska";1;1;1952;"hipoteczne";325000;304000;8941;"do remontu";52,1981354;21,0175189
2008;6;36;"Warszawa";"Srodmiescie";"Al.Solidarnosci";1;3;1951;"hipoteczne";NA;310000;8611;"do remontu";52,229472;21,007614
2008;6;37;"Warszawa";"Mokotow";"Gierymskiego";2;3;1965;"spoldzielcze";NA;290000;7837;"do remontu";52,1981354;21,0175189
2008;6;38;"Warszawa";"Praga Poludnie";"Chrzanowskiego";1;3;1950;"hipoteczne";NA;222000;5842;"dobry";52,2434082;21,0859957
2008;6;40;"Warszawa";"Ursynow";"Dembego";2;3;1991;"spoldzielcze";NA;365000;9125;"bardzo dobry";52,1546202;21,0339492
2008;6;42;"Warszawa";"Mokotow";"Kaukaska";2;1;1974;"spoldzielcze";NA;320000;7619;"dobry";52,1981354;21,0175189
2008;6;42;"Warszawa";"Srodmiescie";"Slominskiego";2;6;2007;NA;580000;500000;11904;"do wykonczenia";52,229472;21,007614
2008;6;42,5;"Warszawa";"Mokotow";"Dabrowskiego";2;2;1949;"spoldzielcze";450000;440000;10352;"bardzo dobry";52,1981354;21,0175189
2008;6;43;"Warszawa";"Srodmiescie";"Karmelicka";2;1;1949;"hipoteczne";450000;420000;9767;"dobry";52,229472;21,007614
2008;6;43,57;"Warszawa";"Bialoleka";"Swiderska";2;5;2005;"hipoteczne";348000;340000;7803;"bardzo dobry";52,3166667;21,0333333
2008;7;34;"Warszawa";"Mokotow";"Joliot Curie";2;4;1965;"spoldzielcze";NA;270000;7941;"dobry";52,1981354;21,0175189
2008;6;46,2;"Warszawa";"Bialoleka";"Strumykowa";2;1;2002;"hipoteczne";350000;340000;7359;"bardzo dobry";52,3166667;21,0333333
2008;6;47,15;"Warszawa";"Praga Poludnie";"Osiecka";2;1;1958;"hipoteczne";277000;282900;6000;"do remontu";52,2434082;21,0859957
2008;6;49;"Warszawa";"Wola";"Tyszkiewicza";2;2;1950;"hipoteczne";NA;380000;7755;"bardzo dobry";52,2423796;20,9865915
2008;6;49;"Warszawa";"Bielany";"Kasprowicza";2;1;1939;"hipoteczne";NA;419000;8551;"dobry";52,271139;20,950025
2008;6;50;"Warszawa";"Mokotow";"Niegocinska";3;NA;1980;"spoldzielcze";380000;350000;7000;"dobry";52,1981354;21,0175189
2008;6;53,3;"Warszawa";"Srodmiescie";"Florianska";2;2;1938;"hipoteczne";570000;570000;10694;"bardzo dobry";52,229472;21,007614
2008;6;55;"Warszawa";"Wilanow";"Sarmacka";2;1;2008;"hipoteczne";476000;472000;8581;"bardzo dobry";52,1612492;21,0907702
2008;6;55;"Warszawa";"Bielany";"Jarzebskiego";3;4;1970;"spoldzielcze";NA;368000;6690;NA;52,271139;20,950025
2008;6;56;"Warszawa";"Mokotow";"Bobrowiecka";2;4;2007;"hipoteczne";535763;530000;9464;"do wykonczenia";52,1981354;21,0175189
2008;6;57;"Warszawa";"Zoliborz";"Pl. Inwalidow";2;3;1923;"hipoteczne";546000;522000;9157;"dobry";52,2689583807279;20,986440181732
2008;6;57;"Warszawa";"Zoliborz";"Broniewskiego";3;9;1975;"spoldzielcze";NA;400000;7017;"do remontu";52,2689583807279;20,986440181732
2008;6;57;"Warszawa";"Mokotow";"Wkitorska";2;2;1959;"spoldzielcze";492000;492000;8631;"do remontu";52,1981354;21,0175189
2008;6;58;"Warszawa";"Mokotow";"Chelmska";2;NA;2007;NA;620000;620000;10689;"do wykonczenia";52,1981354;21,0175189
2008;6;64;"Warszawa";"Praga Polnoc";"11-go listopada";3;4;1993;"hipoteczne";435000;405000;6328;NA;52,2533003;21,0357745
2008;6;64;"Warszawa";"Wola";"Chmielna";3;NA;1931;"hipoteczne";620000;590000;9218;"bardzo dobry";52,2423796;20,9865915
2008;6;66;"Warszawa";"Mokotow";"Sonaty";3;1;1976;"spoldzielcze";500000;490000;7424;"dobry";52,1981354;21,0175189
2008;6;68;"Warszawa";"Srodmiescie";"Stawki";2;2;2004;"hipoteczne";890000;855000;12573;"bardzo dobry";52,229472;21,007614
2008;6;70;"Warszawa";"Grochow";"Gedymina";3;3;1993;"spoldzielcze";538000;525000;7500;NA;52,25;21,1
2008;6;73,4;"Warszawa";"Bielany";"Zeromskiego";3;8;2001;"hipoteczne";670000;670000;9128;"dobry";52,271139;20,950025
2008;6;91;"Warszawa";"Mokotow";"Wielicka";3;5;2001;NA;1300000;1190000;13076;"bardzo dobry";52,1981354;21,0175189
2008;6;101;"Warszawa";"Ursynow";"al. KEN";4;3;2001;"spoldzielcze";1200000;1100000;10891;"bardzo dobry";52,1546202;21,0339492
2008;6;110;"Warszawa";"Mokotow";"Limanowskiego";4;4;1994;NA;880000;810000;7363;"dobry";52,1981354;21,0175189
2008;6;110;"Warszawa";"Wola";"Smocza";4;4;1990;NA;990000;962000;8745;"bardzo dobry";52,2423796;20,9865915
2008;6;116,1;"Warszawa";"Zoliborz";"Zajaczka";4;2;2003;"hipoteczne";1955000;1900000;16365;"bardzo dobry";52,2689583807279;20,986440181732
2008;6;117;"Warszawa";"Ursynow";"Villardczykow";4;1;2002;"hipoteczne";1450000;1300000;11111;"bardzo dobry";52,1546202;21,0339492
2008;6;135;"Warszawa";"Wilanow";"Urodzajna";5;1;2005;NA;2360000;2050000;15185;"bardzo dobry";52,1612492;21,0907702
2008;6;135;"Warszawa";"Mokotow";"Czeczota";3;1;1930;"hipoteczne";2100000;2100000;15555;"dobry";52,1981354;21,0175189
2008;6;144;"Warszawa";"Ochota";"Drawska";5;1;2001;"hipoteczne";1777000;1650000;11458;"dobry";52,2258178;20,9907105
2008;6;190;"Warszawa";"Mokotow";"Sztormowa";5;3;2007;"hipoteczne";2800000;2500000;13157;"do wykonczenia";52,1981354;21,0175189
2009;4;41;"Warszawa";"Bielany";"Kochanowskiego";2;2;1972;"spol.wlasn.";NA;280000;6829;"dobry";52,271139;20,950025
2008;7;27;"Warszawa";"Bialoleka";"Strumykowa";1;2;2008;"hipoteczne";NA;166600;6170;"do wykonczenia";52,3166667;21,0333333
2008;7;27;"Warszawa";"Wola";"Al. Solidarnosci";1;4;1968;"spoldzielcze";208000;205000;7592;"do remontu";52,2423796;20,9865915
2008;7;28;"Warszawa";"Mokotow";"Modzelewskiego";1;4;1962;"hipoteczne";NA;225000;8035;"do remontu";52,1981354;21,0175189
2008;7;29;"Warszawa";"Praga Poludnie";"Pl.Hallera";1;5;1958;"hipoteczne";NA;215000;7413;"dobry";52,2434082;21,0859957
2008;7;30;"Warszawa";"Wola";"Ogrodowa";1;2;1954;"hipoteczne";NA;270000;9000;"dobry";52,2423796;20,9865915
2009;8;48;"Warszawa";"Bielany";"Kochanowskiego";3;3;1980;"spoldzielcze";355000;350000;7292;NA;52,271139;20,950025
2009;3;64;"Warszawa";"Bielany";"Kochanowskiego";3;4;1992;NA;475000;475000;7421;"dobry";52,271139;20,950025
2008;7;34;"Warszawa";"Ochota";"Szczesliwicka";1;NA;1960;"hipoteczne";NA;260000;7647;"do remontu";52,2258178;20,9907105
2008;7;35;"Warszawa";"Bialoleka";"Swiatowida";2;3;2004;"hipoteczne";305000;299000;8542;"bardzo dobry";52,3166667;21,0333333
2008;7;36;"Warszawa";"Srodmiescie";"Solec";1;1;1967;"spoldzielcze";NA;308000;8555;"dobry";52,229472;21,007614
2008;7;37;"Warszawa";"Mokotow";"Gierymskiego";2;3;1965;"spoldzielcze";NA;290000;7837;"do remontu";52,1981354;21,0175189
2008;7;38;"Warszawa";"Wola";"Chlodna";2;3;1969;"spoldzielcze";NA;310000;8157;"do wykonczenia";52,2423796;20,9865915
2007;7;50;"Warszawa";"Bemowo";"Ksiecia Boleslawa";2;5;2006;"hipoteczne";625000;640000;12800;"bardzo dobry";52,2606416;20,9285078
2008;7;38;"Warszawa";"Bielany";"Heroldow";2;NA;2000;"hipoteczne";350000;325000;8552;"dobry";52,271139;20,950025
2008;7;40;"Warszawa";"Srodmiescie";"Dembego";2;3;1991;"spoldzielcze";NA;365000;9125;"bardzo dobry";52,229472;21,007614
2008;7;41;"Warszawa";"Ursynow";"Bronikowskiego";1;1;2000;"spoldzielcze";430000;430000;10487;"dobry";52,1546202;21,0339492
2008;7;41;"Warszawa";"Ursynow";"Al. KEN";2;4;2002;"hipoteczne";440000;434000;10585;"bardzo dobry";52,1546202;21,0339492
2008;7;42;"Warszawa";"Mokotow";"Raclawicka";2;2;1958;"hipoteczne";390000;380000;9047;"do remontu";52,1981354;21,0175189
2008;7;42;"Warszawa";"Srodmiescie";"Nowy Swiat";2;1;1950;"hipoteczne";NA;815000;19404;"bardzo dobry";52,229472;21,007614
2008;7;45;"Warszawa";"Mokotow";"Mozarta";2;6;1977;"spoldzielcze";352000;330000;7333;"do remontu";52,1981354;21,0175189
2008;7;47;"Warszawa";"Ursynow";"Wankowicza";2;1;2002;"spoldzielcze";530000;500000;10638;"dobry";52,1546202;21,0339492
2008;7;48;"Warszawa";"Karczew";"Karczew";2;1;1994;"spoldzielcze";NA;230000;4791;"dobry";52,06644;21,31073
2008;7;51;"Warszawa";"Mokotow";"Na Skarpie";2;15;2007;"hipoteczne";497000;472000;9254;"do wykonczenia";52,1981354;21,0175189
2008;7;51;"Warszawa";"Mokotow";"Bukowinska";2;15;2007;"hipoteczne";497000;472000;9254;"do wykonczenia";52,1981354;21,0175189
2008;7;55;"Warszawa";"Wola";"Smocza";3;1;1963;"hipoteczne";599000;555000;10090;"bardzo dobry";52,2423796;20,9865915
2008;7;55;"Warszawa";"Srodmiescie";"Krucza";3;2;1960;"hipoteczne";550000;531000;9654;"dobry";52,229472;21,007614
2008;7;56;"Warszawa";"Mokotow";"Bobrowiecka";2;4;2007;"hipoteczne";535763;530000;9464;"do wykonczenia";52,1981354;21,0175189
2008;7;56;"Warszawa";"Mokotow";"Batuty";3;1;1980;"spoldzielcze";460000;460000;8214;"dobry";52,1981354;21,0175189
2008;7;57;"Warszawa";"Zoliborz";"Broniewskiego";3;9;1975;"spoldzielcze";NA;400000;7017;"do remontu";52,2689583807279;20,986440181732
2008;7;59;"Warszawa";"Praga Poludnie";"Dwernickiego";3;NA;1956;"hipoteczne";NA;414000;7016;"bardzo dobry";52,2434082;21,0859957
2008;7;60;"Warszawa";"Praga Poludnie";"Zakopianska";2;1;1946;"hipoteczne";670000;670000;11166;"do remontu";52,2434082;21,0859957
2008;7;64;"Warszawa";"Mokotow";"Madalinskiego";2;4;1950;"hipoteczne";550000;520000;8125;"bardzo dobry";52,1981354;21,0175189
2008;7;74;"Warszawa";"Ursynow";"Stryjenskich";3;3;2003;"spoldzielcze";730000;720000;9729;"dobry";52,1546202;21,0339492
2008;7;78;"Warszawa";"Ursynow";"Ludwinowska";3;NA;2001;"hipoteczne";625000;617000;7910;"bardzo dobry";52,1546202;21,0339492
2008;7;78;"Warszawa";"Ursynow";"Wankowicza";3;2;2000;"spoldzielcze";740000;719000;9217;"dobry";52,1546202;21,0339492
2008;7;84;"Warszawa";"Srodmiescie";"Hoza";4;1;1991;"spoldzielcze";NA;1115000;13273;"bardzo dobry";52,229472;21,007614
2008;7;152;"Warszawa";"Praga Poludnie";"Elsterska";5;4;1928;"hipoteczne";1600000;1600000;10526;"do wykonczenia";52,2434082;21,0859957
2008;8;38;"Warszawa";"Srodmiescie";"Swietokrzyska";2;5;1965;"spoldzielcze";NA;283000;7447;"do remontu";52,229472;21,007614
2008;8;39;"Warszawa";"Wola";"Zelazna";2;4;1971;"spoldzielcze";NA;308000;7897;"dobry";52,2423796;20,9865915
2008;8;39;"Warszawa";"Praga Poludnie";"Nieklanska";2;3;1960;"hipoteczne";NA;313000;8025;"do remontu";52,2434082;21,0859957
2008;8;43;"Warszawa";"Mokotow";"Lowicka";2;3;1950;"spoldzielcze";430000;420000;9767;"bardzo dobry";52,1981354;21,0175189
2008;8;44;"Warszawa";"Praga Poludnie";"Kobielska";3;4;1967;"hipoteczne";NA;305000;6931;"do remontu";52,2434082;21,0859957
2008;8;46;"Warszawa";"Srodmiescie";"Emilii Plater";3;2;1970;"hipoteczne";NA;434000;9434;"bardzo dobry";52,229472;21,007614
2008;8;50;"Warszawa";"Mokotow";"Walbrzyska";2;5;1993;"spoldzielcze";380000;377000;7540;"dobry";52,1981354;21,0175189
2008;8;53;"Warszawa";"Mokotow";"Egejska";3;2;1974;"spoldzielcze";NA;390000;7358;"bardzo dobry";52,1981354;21,0175189
2008;8;53;"Warszawa";"Mokotow";"Capri";3;1;1974;"spoldzielcze";400000;370000;6981;"dobry";52,1981354;21,0175189
2008;8;57;"Warszawa";"Mokotow";"Pulawska";2;4;1952;"hipoteczne";590000;533000;9350;"bardzo dobry";52,1981354;21,0175189
2008;8;59;"Warszawa";"Bemowo";"Wroclawska";3;2;2005;"hipoteczne";NA;510000;8644;"bardzo dobry";52,2606416;20,9285078
2008;8;59;"Warszawa";"Praga Polnoc";"";2;1;2006;"hipoteczne";NA;365000;6186;"dobry";52,2533003;21,0357745
2008;8;63;"Warszawa";"Mokotow";"Egejska";3;4;1974;"spoldzielcze";NA;450000;7142;"bardzo dobry";52,1981354;21,0175189
2008;8;70;"Warszawa";"Mokotow";"Al. Niepodleglosci";3;2;1938;"hipoteczne";770000;720000;10285;"dobry";52,1981354;21,0175189
2008;8;73;"Warszawa";"Mokotow";"Bobrowiecka";3;3;2007;"hipoteczne";677000;647000;8863;"do wykonczenia";52,1981354;21,0175189
2008;8;87;"Warszawa";"Mokotow";"Czerniakowska";4;3;1992;"spoldzielcze";630000;598000;6873;"dobry";52,1981354;21,0175189
2008;8;93;"Warszawa";"Mokotow";"Bartycka";4;5;2003;"hipoteczne";990000;954000;10258;"bardzo dobry";52,1981354;21,0175189
2007;7;77;"Warszawa";"Bemowo";"Ksiecia Boleslawa";3;NA;2005;"hipoteczne";722000;715000;9226;NA;52,2606416;20,9285078
2008;9;28;"Warszawa";"Targowek";"Rembielinska";1;NA;1973;"hipoteczne";199000;196000;7000;"do remontu";52,2918531797079;21,0484528541565
2008;9;28,65;"Warszawa";"Wlochy";"Mineralna";1;NA;1932;"hipoteczne";NA;195000;6806;"dobry";52,206102;20,914725
2008;9;31,5;"Warszawa";"Bialoleka";"Aluzyjna";1;7;2003;"hipoteczne";NA;267000;8476;"bardzo dobry";52,3166667;21,0333333
2008;9;31,5;"Warszawa";"Mokotow";"Bryly";1;10;1978;"spoldzielcze";223000;223000;7079;"dobry";52,1981354;21,0175189
2008;9;32,14;"Warszawa";"Bielany";"Kludyny";1;20;1989;"spoldzielcze";NA;259000;8058;"dobry";52,271139;20,950025
2007;10;44;"Warszawa";"Bemowo";"Ksiecia Boleslawa";2;3;2005;"hipoteczne";515000;512000;11480;"dobry";52,2606416;20,9285078
2008;9;33,2;"Warszawa";"Mokotow";"Lukowska";1;10;1978;"spoldzielcze";250000;246000;7409;"dobry";52,1981354;21,0175189
2008;6;45;"Warszawa";"Praga Poludnie";"Lukowska";2;14;1974;"spoldzielcze";280000;270000;6000;"do remontu";52,2434082;21,0859957
2008;9;37,93;"Warszawa";"Mokotow";"Okecka";2;10;1958;"spoldzielcze";NA;329000;8673;"bardzo dobry";52,1981354;21,0175189
2008;9;37,93;"Warszawa";"Mokotow";"Okecka";2;10;1968;"spoldzielcze";NA;290000;7645;"do remontu";52,1981354;21,0175189
2008;9;38;"Warszawa";"Bialoleka";"Barei";2;7;2004;"hipoteczne";319500;315000;8289;"bardzo dobry";52,3166667;21,0333333
2008;9;38,97;"Warszawa";"Srodmiescie";"Czerniakowska";2;4;1969;"spoldzielcze";310000;290000;7441;"dobry";52,229472;21,007614
2008;9;39;"Warszawa";"Mokotow";"Sobieskiego";2;10;1972;"spoldzielcze";337000;321000;8230;"dobry";52,1981354;21,0175189
2008;9;40;"Warszawa";"Srodmiescie";"Grzybowska";2;15;1967;"spoldzielcze";NA;389000;9725;"bardzo dobry";52,229472;21,007614
2009;7;48;"Warszawa";"Praga Poludnie";"Lukowska";2;3;1994;"spol.wlasn.";NA;445000;9270;"bardzo dobry";52,2434082;21,0859957
2008;9;41,8;"Warszawa";"Bialoleka";"Odkryta";2;NA;2000;"hipoteczne";NA;300000;7177;"dobry";52,3166667;21,0333333
2008;9;42,3;"Warszawa";"Mokotow";"Kaukaska";2;10;1975;"spoldzielcze";329000;317000;7494;"dobry";52,1981354;21,0175189
2008;9;42,4;"Warszawa";"Ursynow";"Teligi";2;11;1981;"spoldzielcze";NA;357000;8419;"bardzo dobry";52,1546202;21,0339492
2009;8;33;"Warszawa";"Praga Poludnie";"Lukowska";1;9;1980;"spoldzielcze";290000;290000;8631;NA;52,2434082;21,0859957
2008;9;45,5;"Warszawa";"Srodmiescie";"Matejki";3;4;1966;"spoldzielcze";510000;500000;10989;"dobry";52,229472;21,007614
2008;9;46,3;"Warszawa";"Mokotow";"Cieszynska";2;17;1978;"hipoteczne";NA;405000;8747;"bardzo dobry";52,1981354;21,0175189
2008;9;47;"Warszawa";"Mokotow";"Batuty";2;10;1980;"spoldzielcze";410000;410000;8723;"dobry";52,1981354;21,0175189
2008;9;47;"Warszawa";"Ursynow";"Na Uboczu";2;10;1986;"spoldzielcze";399000;399000;8489;"dobry";52,1546202;21,0339492
2008;9;48,3;"Warszawa";"Bielany";"Zeromskiego";2;3;1969;"spoldzielcze";NA;403000;8343;"dobry";52,271139;20,950025
2008;9;48,41;"Warszawa";"Praga Poludnie";"Styki";2;2;1950;"hipoteczne";NA;460000;9502;"do remontu";52,2434082;21,0859957
2008;9;49;"Warszawa";"Bielany";"Boguslawskiego";2;11;1980;"spoldzielcze";NA;355000;7244;"dobry";52,271139;20,950025
2008;9;49;"Warszawa";"Ursynow";"Dembowskiego";2;4;1982;"spoldzielcze";NA;328000;6693;"do remontu";52,1546202;21,0339492
2008;9;50,53;"Warszawa";"Wawer";"Wal Miedzyszynski";2;NA;2002;"hipoteczne";NA;372000;7361;"bardzo dobry";52,1965598815688;21,1775207519531
2008;9;52;"Warszawa";"Wlochy";"Luki Wielkie";2;NA;2005;"hipoteczne";540000;500000;9615;"bardzo dobry";52,206102;20,914725
2008;9;53,65;"Warszawa";"Ochota";"Zadumana";2;5;2006;"hipoteczne";NA;470000;8760;"bardzo dobry";52,2258178;20,9907105
2008;9;54;"Warszawa";"Mokotow";"Goszczynskiego";2;NA;1956;"hipoteczne";465000;445000;8240;NA;52,1981354;21,0175189
2008;9;56;"Warszawa";"Zoliborz";"Wloscianska";3;NA;1970;"spoldzielcze";392000;414000;7392;"dobry";52,2689583807279;20,986440181732
2008;9;56;"Warszawa";"Mokotow";"Korsykanska";3;10;1976;"spoldzielcze";424984;400000;7142;"dobry";52,1981354;21,0175189
2008;9;61;"Warszawa";"Wola";"Ogrodowa";3;5;1951;"hipoteczne";NA;500000;8196;"do remontu";52,2423796;20,9865915
2008;9;66;"Warszawa";"Srodmiescie";"Sw. Teresy";2;6;1932;"hipoteczne";896000;860000;13030;"dobry";52,229472;21,007614
2008;9;70,5;"Warszawa";"Ursus";"Apartamentowa";3;4;2002;"hipoteczne";634500;580000;8226;"bardzo dobry";52,1948237075553;20,8845376968384
2008;9;73;"Warszawa";"Ursynow";"Dembego";3;5;2003;"hipoteczne";695000;655000;8972;"dobry";52,1546202;21,0339492
2008;9;74,66;"Warszawa";"Bielany";"Heroldow";3;3;2008;"hipoteczne";570000;540000;7232;"do wykonczenia";52,271139;20,950025
